price,competitor_price,demand,season,promotion,stock,rating,competitor_stock
186.43,197.37,312.0,Regular,1,110,3.84,1
135.34,148.9,362.0,Regular,1,161,3.44,1
164.33,159.0,357.0,Holiday,0,136,3.16,0
171.77,182.2,531.0,Holiday,1,21,4.91,0
101.28,100.69,524.0,Holiday,1,144,4.47,1
115.05,103.1,438.0,Holiday,0,62,4.04,0
177.27,162.25,316.0,Regular,1,90,4.49,1
104.49,98.29,337.0,Regular,1,163,4.22,1
169.09,154.59,370.0,Weekend,1,105,3.36,1
191.15,211.08,381.0,Regular,0,47,4.27,1
143.48,125.45,407.0,Holiday,0,179,4.36,1
161.24,158.89,299.0,Regular,0,90,3.47,0
170.76,168.85,480.0,Holiday,1,126,3.64,1
176.76,168.78,343.0,Regular,1,149,3.77,1
109.26,112.11,496.0,Holiday,0,26,4.21,1
57.69,43.69,406.0,Regular,0,57,3.25,0
110.28,121.64,373.0,Weekend,0,195,4.49,0
151.06,144.36,326.0,Weekend,1,126,3.69,0
117.55,121.21,399.0,Weekend,1,105,4.38,1
162.34,170.97,414.0,Weekend,0,101,4.87,1
103.55,119.11,394.0,Regular,0,92,4.74,1
145.21,158.64,360.0,Regular,0,21,4.48,0
77.96,82.3,379.0,Regular,0,61,3.39,1
162.41,157.94,281.0,Regular,1,189,4.46,1
131.85,131.98,438.0,Holiday,0,100,4.27,1
80.61,91.36,440.0,Regular,0,167,4.55,1
93.79,108.89,462.0,Weekend,1,25,4.74,1
162.29,146.44,267.0,Regular,1,158,3.62,0
122.39,117.78,457.0,Weekend,1,93,4.29,1
82.4,93.45,496.0,Regular,1,59,3.55,0
195.09,192.36,327.0,Weekend,1,147,3.69,1
157.27,150.56,358.0,Weekend,1,55,4.04,1
193.57,190.02,372.0,Weekend,1,122,3.87,1
114.07,118.18,372.0,Weekend,1,198,4.2,0
121.27,141.26,419.0,Weekend,1,66,4.52,1
184.69,184.41,400.0,Holiday,0,117,4.21,0
128.76,117.1,306.0,Regular,0,164,4.94,1
156.09,142.61,405.0,Holiday,0,45,4.48,1
87.83,69.52,412.0,Regular,1,146,4.97,0
117.01,119.36,479.0,Holiday,1,67,4.49,1
68.52,70.3,647.0,Holiday,1,46,4.02,1
80.9,69.11,377.0,Regular,0,65,3.82,1
50.14,57.95,464.0,Regular,0,86,4.47,1
55.89,65.53,496.0,Weekend,1,142,4.37,1
196.59,186.96,282.0,Regular,0,166,4.34,1
86.35,80.12,386.0,Weekend,0,91,4.44,1
149.5,169.12,442.0,Regular,1,100,4.74,1
175.86,170.84,282.0,Regular,0,84,3.46,0
132.6,143.03,446.0,Weekend,0,90,4.13,0
72.97,71.08,444.0,Regular,0,55,4.21,0
159.22,170.95,394.0,Regular,0,86,3.59,0
140.04,150.8,387.0,Weekend,0,102,4.98,1
159.69,166.4,356.0,Regular,0,189,4.57,0
165.46,179.65,313.0,Regular,0,86,3.64,1
196.31,213.88,355.0,Regular,0,117,3.72,1
136.03,139.23,457.0,Weekend,1,88,4.44,1
101.25,90.74,349.0,Regular,0,196,3.02,1
147.27,143.21,470.0,Holiday,0,56,3.93,1
60.27,70.6,542.0,Holiday,0,65,3.69,1
184.61,190.64,299.0,Weekend,0,75,4.71,0
67.91,55.02,406.0,Regular,0,138,4.58,0
99.18,81.23,398.0,Regular,0,82,3.66,1
172.36,179.68,369.0,Regular,1,97,4.73,0
139.6,129.64,364.0,Regular,1,49,4.83,1
109.05,109.03,498.0,Holiday,1,115,4.1,1
121.02,130.89,545.0,Holiday,0,82,3.32,1
178.18,180.69,318.0,Regular,1,134,4.54,0
101.0,84.33,373.0,Regular,0,128,3.64,1
180.45,167.87,307.0,Regular,1,95,4.05,0
63.22,51.99,594.0,Holiday,0,173,3.09,1
166.52,156.83,420.0,Weekend,1,42,4.0,1
177.13,179.75,400.0,Weekend,1,132,3.76,1
77.27,77.43,406.0,Weekend,0,167,4.37,1
114.55,102.68,483.0,Holiday,0,121,3.08,1
74.82,57.53,397.0,Regular,0,65,4.25,0
155.99,142.85,281.0,Regular,0,178,4.54,1
130.3,149.68,427.0,Regular,1,168,3.03,1
145.3,144.04,417.0,Holiday,0,70,4.5,1
79.47,94.17,594.0,Holiday,0,186,3.26,1
81.76,95.71,454.0,Regular,1,82,4.4,0
56.22,56.69,456.0,Regular,0,88,3.91,1
98.31,106.58,442.0,Regular,0,39,4.1,0
133.96,121.67,347.0,Regular,0,138,3.67,1
178.69,186.23,383.0,Regular,1,42,3.49,1
150.04,140.93,458.0,Holiday,0,189,3.14,0
115.31,128.59,397.0,Weekend,1,150,4.73,1
192.97,176.32,310.0,Regular,0,46,4.22,1
157.89,168.81,380.0,Weekend,0,110,4.97,1
189.52,173.52,295.0,Weekend,0,99,4.7,1
129.14,144.39,498.0,Weekend,1,171,4.74,0
88.84,81.0,425.0,Weekend,0,28,4.2,1
57.92,64.1,398.0,Regular,0,149,3.16,1
158.91,158.41,495.0,Holiday,1,153,4.83,1
68.2,62.85,522.0,Weekend,1,90,3.24,1
95.42,101.23,418.0,Regular,1,98,4.03,1
129.87,147.77,437.0,Regular,0,40,4.71,1
134.66,116.31,346.0,Regular,0,119,3.94,1
140.09,156.84,416.0,Regular,0,176,3.33,0
74.94,79.3,427.0,Regular,1,32,3.75,0
106.96,119.25,404.0,Regular,0,130,4.98,0
142.58,137.93,339.0,Weekend,0,122,5.0,1
195.47,194.35,314.0,Weekend,0,122,4.42,1
159.14,173.9,303.0,Regular,0,189,4.78,1
188.39,184.98,286.0,Regular,1,128,3.09,1
164.33,165.72,392.0,Regular,1,139,3.55,1
138.76,119.57,339.0,Regular,1,145,3.74,0
78.8,65.15,346.0,Regular,0,148,3.02,1
150.0,155.67,515.0,Holiday,1,167,3.75,1
143.51,152.19,425.0,Holiday,0,190,3.19,0
140.37,143.67,525.0,Holiday,0,20,4.03,0
123.47,109.2,442.0,Holiday,0,59,3.01,0
129.3,127.11,401.0,Weekend,0,26,3.54,0
100.17,94.37,387.0,Weekend,0,182,4.73,1
127.9,127.72,346.0,Regular,0,199,3.43,1
79.63,94.45,490.0,Regular,1,53,3.13,1
170.78,181.81,360.0,Regular,1,197,3.5,1
77.87,61.23,471.0,Weekend,0,88,4.66,1
62.74,78.36,495.0,Weekend,0,176,4.17,1
115.44,114.31,332.0,Regular,0,133,4.17,1
148.75,158.5,363.0,Holiday,0,131,3.0,0
115.66,101.26,351.0,Regular,0,20,3.94,0
91.51,98.34,457.0,Weekend,0,92,3.53,1
133.73,123.18,337.0,Regular,1,36,3.67,0
102.05,99.59,540.0,Holiday,0,124,4.2,1
189.93,170.6,385.0,Holiday,0,113,4.75,1
188.4,174.46,306.0,Weekend,1,189,3.36,1
125.36,109.04,357.0,Regular,1,175,4.54,1
99.18,88.77,472.0,Weekend,0,22,3.1,1
160.57,144.57,275.0,Regular,0,24,3.65,1
55.51,63.18,461.0,Weekend,1,73,3.44,0
121.22,102.38,395.0,Weekend,1,185,4.83,1
100.45,105.16,365.0,Regular,0,63,3.36,0
188.08,173.71,273.0,Regular,1,95,4.16,1
51.8,69.61,519.0,Regular,0,137,3.33,1
132.92,150.25,502.0,Weekend,1,43,3.95,0
161.1,150.12,378.0,Holiday,0,99,3.83,1
122.75,127.33,336.0,Regular,0,27,3.08,0
62.81,43.93,405.0,Weekend,1,110,4.65,1
195.87,213.14,355.0,Regular,1,109,4.56,1
127.7,128.62,434.0,Weekend,0,114,3.56,1
142.13,123.86,336.0,Regular,0,21,4.23,1
85.49,79.19,384.0,Weekend,0,60,3.73,1
122.52,105.6,384.0,Weekend,0,67,4.54,1
114.37,110.09,334.0,Regular,0,125,4.38,0
61.23,68.03,511.0,Regular,1,41,3.18,1
65.92,64.72,426.0,Regular,0,116,4.69,0
175.62,170.97,320.0,Regular,1,37,3.36,1
85.97,70.74,436.0,Regular,1,98,3.35,1
79.24,69.04,422.0,Regular,0,188,4.47,1
125.74,109.74,354.0,Regular,1,86,3.37,0
165.31,177.61,391.0,Regular,1,67,3.24,1
59.29,44.7,429.0,Weekend,0,141,3.67,0
136.52,140.34,368.0,Regular,1,42,4.68,1
67.88,61.59,431.0,Regular,1,130,3.35,1
55.47,44.51,442.0,Regular,0,149,3.68,1
57.91,63.49,450.0,Regular,0,125,3.57,1
175.12,173.4,355.0,Weekend,1,23,3.71,1
67.7,63.7,443.0,Weekend,0,173,4.43,1
56.77,60.49,548.0,Weekend,1,38,3.81,0
115.68,115.34,446.0,Weekend,1,68,4.52,1
176.6,168.74,335.0,Weekend,0,93,4.28,1
89.36,91.72,452.0,Regular,0,72,3.72,0
113.26,120.04,337.0,Regular,0,153,3.86,0
55.99,37.06,386.0,Regular,0,148,4.41,0
117.36,116.0,474.0,Holiday,1,163,4.07,0
136.64,118.95,328.0,Regular,0,199,4.74,0
135.64,123.09,357.0,Regular,0,26,4.87,0
99.86,102.28,460.0,Holiday,0,107,4.44,0
97.33,111.98,455.0,Regular,1,54,4.98,1
65.99,81.31,503.0,Regular,0,87,4.19,1
105.02,87.82,389.0,Holiday,1,124,3.08,1
64.92,61.69,415.0,Regular,1,162,4.01,0
164.99,168.31,338.0,Regular,1,127,3.46,1
194.94,180.82,396.0,Holiday,0,170,3.67,1
195.51,206.13,329.0,Regular,0,97,3.98,1
179.76,189.53,319.0,Weekend,0,144,3.59,1
140.12,156.25,401.0,Weekend,0,121,3.62,1
155.13,135.47,300.0,Regular,1,158,3.8,1
92.78,81.45,534.0,Holiday,0,151,3.57,0
144.62,157.7,337.0,Regular,0,187,3.34,1
118.35,125.17,513.0,Holiday,1,77,4.53,0
122.3,138.08,469.0,Weekend,0,138,3.79,1
163.67,145.95,310.0,Regular,0,107,4.66,0
92.29,96.17,455.0,Weekend,0,141,4.77,1
97.71,100.47,515.0,Weekend,1,86,4.5,0
188.7,170.12,304.0,Regular,0,57,3.79,1
58.43,58.97,492.0,Regular,1,149,4.44,0
122.85,127.23,327.0,Regular,0,106,3.31,1
186.92,174.57,295.0,Regular,0,59,4.32,0
141.55,132.49,330.0,Regular,1,75,3.81,1
131.96,137.57,425.0,Regular,1,54,4.31,1
87.46,86.19,485.0,Weekend,0,68,4.51,1
101.49,115.81,409.0,Weekend,1,126,4.13,1
177.81,171.5,358.0,Holiday,0,115,4.28,1
133.88,124.55,438.0,Weekend,1,141,3.43,0
127.21,146.61,429.0,Regular,1,114,4.19,0
64.94,81.38,441.0,Regular,0,191,3.92,1
52.4,33.56,383.0,Regular,1,50,3.86,1
194.55,205.38,386.0,Holiday,0,144,3.82,1
106.55,90.96,380.0,Holiday,1,95,3.62,1
140.48,121.58,387.0,Weekend,1,145,3.61,0
61.96,52.91,445.0,Regular,0,165,4.4,0
152.47,143.24,330.0,Weekend,0,107,4.12,1
189.89,202.66,377.0,Regular,1,55,3.06,1
136.35,144.78,493.0,Holiday,0,176,3.1,1
68.92,88.18,424.0,Regular,1,170,4.14,0
137.26,145.72,419.0,Regular,0,22,4.69,1
164.95,161.68,312.0,Regular,1,49,3.09,1
110.96,118.92,527.0,Holiday,0,64,4.01,1
181.98,201.95,525.0,Holiday,0,196,4.7,0
147.3,155.71,415.0,Weekend,1,132,3.01,1
184.89,195.35,329.0,Regular,1,141,3.55,1
143.53,161.06,397.0,Holiday,0,38,4.84,1
69.69,54.24,473.0,Holiday,0,152,3.16,1
96.45,104.65,479.0,Regular,1,75,4.21,1
80.27,94.3,410.0,Regular,1,181,4.01,1
186.32,204.5,395.0,Regular,1,92,3.3,0
164.06,152.5,303.0,Regular,1,122,3.08,1
151.46,151.62,345.0,Regular,0,195,4.01,1
95.14,102.37,448.0,Regular,1,45,4.47,1
77.61,67.51,390.0,Regular,1,152,3.35,1
163.47,167.49,339.0,Weekend,0,107,4.38,1
121.12,111.43,307.0,Regular,0,178,4.09,1
83.87,77.21,405.0,Regular,0,43,3.72,0
142.49,140.15,427.0,Weekend,1,104,4.33,1
56.05,57.22,505.0,Regular,1,41,3.38,1
98.93,96.9,416.0,Weekend,1,121,3.91,1
120.28,120.01,450.0,Holiday,0,169,4.1,1
72.19,64.14,397.0,Regular,1,76,3.92,1
197.7,184.06,318.0,Regular,1,177,3.8,0
81.36,63.26,395.0,Regular,0,132,4.48,1
69.55,57.39,496.0,Weekend,0,66,4.31,1
80.53,83.81,422.0,Regular,1,186,4.28,0
165.36,176.8,440.0,Holiday,1,108,4.78,1
113.83,100.6,422.0,Weekend,0,110,4.99,0
134.81,119.15,366.0,Weekend,0,176,4.13,1
53.15,63.12,598.0,Holiday,0,161,3.7,0
55.16,47.37,421.0,Weekend,0,23,4.56,1
116.87,134.93,465.0,Regular,0,24,3.28,1
172.5,181.07,370.0,Regular,0,63,4.03,1
182.79,175.86,324.0,Regular,1,110,4.05,1
63.01,54.59,393.0,Regular,1,43,4.97,0
130.75,131.7,362.0,Weekend,0,47,4.98,0
186.98,170.15,316.0,Regular,1,171,4.6,1
108.2,92.9,389.0,Regular,1,147,3.95,1
174.43,161.47,364.0,Weekend,0,24,4.09,1
70.05,81.04,438.0,Regular,0,32,3.64,0
190.31,190.86,413.0,Weekend,1,74,4.66,0
162.71,143.14,369.0,Weekend,1,49,4.49,1
191.2,198.14,357.0,Regular,0,121,4.54,0
151.49,148.44,309.0,Regular,0,102,3.28,0
104.51,104.94,396.0,Regular,1,196,3.8,0
190.73,179.29,281.0,Weekend,0,132,4.07,1
91.34,93.41,432.0,Regular,1,101,3.25,1
99.83,118.99,471.0,Regular,1,109,3.74,0
155.12,138.06,281.0,Regular,0,34,3.17,1
164.8,156.15,300.0,Weekend,0,49,4.92,1
189.41,179.13,349.0,Holiday,0,47,4.5,1
80.72,70.66,373.0,Regular,0,151,4.24,1
169.7,164.85,325.0,Weekend,0,87,3.41,1
160.78,173.51,470.0,Holiday,1,120,3.67,1
59.57,76.08,508.0,Weekend,0,162,3.29,1
108.08,96.17,332.0,Regular,0,53,4.07,1
92.41,94.13,427.0,Regular,1,118,4.64,1
95.67,101.15,423.0,Weekend,1,190,3.04,1
197.44,198.32,298.0,Weekend,1,80,3.21,1
146.42,143.78,367.0,Regular,0,21,3.46,1
157.65,145.33,347.0,Weekend,0,137,4.43,1
196.49,196.02,272.0,Regular,0,71,4.79,1
106.58,102.63,447.0,Holiday,0,71,4.51,1
170.28,182.1,345.0,Weekend,1,34,4.05,1
115.18,125.72,399.0,Weekend,0,187,3.21,0
180.43,165.79,306.0,Regular,1,47,4.51,1
77.1,60.64,418.0,Regular,0,115,3.21,0
192.15,208.48,329.0,Weekend,0,117,3.7,0
82.82,84.24,523.0,Holiday,1,74,3.62,1
98.93,113.25,452.0,Weekend,0,197,3.72,0
163.43,145.75,336.0,Regular,0,41,3.66,1
109.06,110.12,445.0,Holiday,0,176,4.54,1
141.23,142.81,479.0,Holiday,1,91,3.34,0
116.69,131.11,384.0,Regular,0,159,4.69,0
161.36,145.26,312.0,Regular,0,57,4.72,1
84.25,73.87,487.0,Weekend,1,139,3.98,0
58.77,55.03,449.0,Weekend,1,21,3.21,1
94.99,109.62,414.0,Regular,1,159,4.15,0
121.15,138.7,382.0,Regular,0,145,4.64,1
75.2,94.91,450.0,Weekend,1,159,3.58,0
103.22,121.59,488.0,Regular,1,128,4.68,1
110.0,90.24,352.0,Regular,0,28,4.35,1
58.61,40.52,377.0,Regular,0,51,4.97,1
137.5,123.4,351.0,Weekend,1,92,4.65,1
182.65,176.61,346.0,Regular,1,155,3.4,0
72.76,85.96,478.0,Regular,1,135,3.9,0
139.67,155.38,420.0,Weekend,1,175,3.21,1
149.71,137.18,338.0,Regular,0,101,3.14,1
112.9,117.69,460.0,Weekend,0,126,4.41,1
155.16,171.86,442.0,Holiday,0,55,4.83,1
111.61,110.16,358.0,Weekend,0,136,4.95,1
125.7,109.84,371.0,Regular,0,184,3.54,1
51.1,49.42,409.0,Regular,0,51,3.4,1
153.76,148.79,334.0,Regular,1,186,4.12,1
149.2,152.31,398.0,Regular,0,68,3.4,1
55.76,53.31,465.0,Holiday,0,165,3.59,0
105.24,85.93,423.0,Weekend,1,42,4.67,0
196.85,216.61,387.0,Regular,1,52,4.62,1
113.11,114.85,361.0,Regular,0,131,4.79,1
125.29,124.24,466.0,Holiday,1,198,3.96,0
186.49,204.67,384.0,Weekend,1,190,4.13,1
157.59,143.82,441.0,Holiday,0,23,4.54,1
137.31,124.88,375.0,Weekend,0,99,3.48,0
169.67,181.99,415.0,Weekend,0,144,4.65,1
179.65,170.09,356.0,Regular,1,21,3.04,1
118.53,130.5,446.0,Weekend,0,64,4.6,0
121.27,112.13,382.0,Weekend,0,107,4.55,1
107.91,89.24,403.0,Regular,1,134,3.6,1
195.01,195.69,271.0,Regular,0,187,4.46,1
154.57,142.44,354.0,Weekend,0,149,3.43,1
62.48,72.8,465.0,Regular,0,179,4.15,0
179.44,185.09,305.0,Weekend,0,20,4.4,1
122.08,139.03,396.0,Regular,1,37,4.43,0
60.31,71.63,472.0,Regular,1,179,4.97,0
132.46,119.69,376.0,Regular,0,28,3.36,1
112.57,124.58,463.0,Holiday,0,74,3.96,1
181.66,187.33,345.0,Regular,0,86,4.76,1
80.6,87.36,472.0,Regular,1,43,4.12,1
173.97,187.26,378.0,Weekend,1,140,4.75,1
133.65,136.61,395.0,Weekend,0,30,3.87,0
58.19,56.83,379.0,Regular,0,175,4.59,1
195.78,201.24,354.0,Regular,0,35,4.74,0
126.89,118.81,463.0,Holiday,0,112,4.69,1
93.63,80.94,354.0,Regular,1,124,4.74,0
120.41,125.07,480.0,Holiday,1,31,3.44,1
178.68,168.03,306.0,Holiday,1,140,3.88,1
95.74,78.93,336.0,Regular,0,109,3.35,1
78.9,58.92,368.0,Weekend,0,151,3.36,1
69.36,73.69,468.0,Weekend,0,94,3.98,0
94.68,89.16,433.0,Weekend,0,85,4.92,1
167.01,177.1,382.0,Regular,0,50,4.18,0
120.74,115.75,328.0,Weekend,0,197,4.71,1
84.12,83.56,425.0,Regular,0,108,4.87,1
74.93,71.21,493.0,Weekend,0,117,3.17,1
99.91,105.93,409.0,Regular,1,148,3.32,1
190.99,185.23,341.0,Weekend,1,58,3.58,0
101.45,120.0,410.0,Regular,0,199,4.23,0
198.22,215.66,354.0,Regular,0,114,3.12,1
122.78,136.71,449.0,Weekend,0,183,4.57,1
76.87,93.69,437.0,Weekend,1,159,3.13,1
183.67,181.64,347.0,Weekend,1,80,3.32,1
119.05,120.51,509.0,Holiday,1,91,3.76,1
156.45,166.13,369.0,Weekend,1,158,4.12,1
197.56,205.4,273.0,Regular,0,128,4.76,1
57.53,73.15,427.0,Regular,0,33,4.93,0
64.5,73.16,436.0,Weekend,0,155,4.77,1
158.07,177.98,374.0,Weekend,1,180,3.21,1
92.27,86.21,429.0,Holiday,0,151,4.26,1
77.65,90.97,491.0,Weekend,1,132,3.88,1
55.9,63.81,509.0,Regular,1,49,3.25,0
53.28,60.93,432.0,Regular,0,103,4.11,1
166.17,159.21,304.0,Weekend,1,113,3.71,0
70.17,81.59,442.0,Weekend,0,110,3.69,1
120.16,136.17,456.0,Regular,1,108,3.19,1
140.88,129.63,437.0,Weekend,1,73,4.96,1
114.25,119.27,361.0,Weekend,0,153,4.45,1
54.07,49.75,386.0,Regular,0,24,3.56,1
167.53,187.11,395.0,Regular,0,70,4.83,1
51.58,50.73,485.0,Weekend,1,161,4.9,1
164.28,153.42,314.0,Regular,0,53,4.62,1
184.0,179.27,331.0,Weekend,1,188,4.32,1
114.93,121.08,414.0,Regular,0,108,3.75,1
130.33,113.37,366.0,Holiday,1,186,3.87,1
121.55,125.69,379.0,Regular,1,165,3.91,1
108.38,125.63,400.0,Regular,1,39,4.9,0
183.11,197.13,359.0,Weekend,0,126,4.52,1
184.09,166.8,312.0,Regular,0,155,3.58,1
100.37,120.11,413.0,Regular,0,45,4.25,1
142.26,150.21,506.0,Holiday,0,104,4.19,1
189.04,175.53,289.0,Regular,0,174,4.62,1
194.31,174.81,222.0,Regular,0,179,3.19,0
126.34,113.2,378.0,Regular,1,61,4.4,1
117.92,131.45,476.0,Holiday,0,197,3.66,1
91.8,72.67,442.0,Holiday,1,100,3.26,0
193.83,183.16,274.0,Weekend,0,196,4.46,1
71.42,81.71,446.0,Holiday,0,46,3.66,0
136.97,140.42,388.0,Regular,0,119,4.46,0
92.38,103.69,613.0,Holiday,0,54,3.32,1
91.85,101.7,470.0,Weekend,0,57,4.97,1
110.75,92.77,420.0,Weekend,1,57,4.61,1
199.82,215.52,415.0,Weekend,1,61,3.58,1
58.24,47.33,421.0,Regular,0,189,4.48,1
136.78,138.92,330.0,Regular,0,196,3.27,1
62.39,68.16,507.0,Holiday,0,76,4.31,1
73.18,59.92,551.0,Holiday,1,119,3.12,1
115.93,134.98,505.0,Holiday,1,73,3.67,1
126.57,126.1,457.0,Weekend,1,157,4.96,1
88.82,71.12,379.0,Holiday,0,59,3.24,0
97.47,114.96,432.0,Regular,0,148,4.19,1
63.05,66.5,405.0,Weekend,0,139,3.14,0
95.48,103.45,462.0,Regular,1,105,4.34,1
194.98,195.99,365.0,Weekend,0,83,3.56,1
191.71,205.1,385.0,Weekend,1,100,3.62,1
100.23,81.56,385.0,Regular,0,31,3.68,1
135.63,126.36,335.0,Regular,0,108,3.41,1
186.44,185.23,287.0,Regular,0,45,4.88,1
50.93,33.99,458.0,Regular,1,59,4.81,0
171.6,179.84,410.0,Weekend,0,129,4.74,1
192.26,188.0,270.0,Regular,1,132,3.21,1
63.7,54.61,502.0,Weekend,0,62,3.47,1
74.22,54.35,349.0,Regular,0,91,4.22,0
194.11,202.91,338.0,Weekend,0,160,4.94,0
130.63,143.98,397.0,Weekend,1,109,4.21,0
52.13,47.93,482.0,Regular,0,36,3.65,1
88.64,91.21,436.0,Weekend,0,107,4.63,1
117.49,106.6,424.0,Weekend,0,43,3.27,1
153.94,158.82,410.0,Weekend,0,95,4.76,1
159.97,140.46,281.0,Regular,1,77,4.95,1
199.31,198.86,288.0,Regular,0,175,4.94,0
93.13,98.89,465.0,Regular,1,116,3.3,0
130.73,147.46,422.0,Regular,1,70,4.1,1
130.0,125.25,333.0,Regular,1,107,4.17,1
110.85,121.45,478.0,Holiday,0,111,3.39,1
75.37,79.28,492.0,Holiday,0,130,4.09,0
196.62,213.7,302.0,Regular,1,186,4.29,1
178.0,173.93,325.0,Weekend,1,120,3.66,0
124.75,117.51,408.0,Weekend,0,187,3.63,1
140.49,155.97,396.0,Weekend,0,32,3.12,0
84.09,66.06,378.0,Regular,1,166,4.91,1
131.57,117.02,369.0,Weekend,0,25,4.61,1
154.25,137.54,365.0,Regular,1,165,4.52,1
127.28,141.0,406.0,Regular,0,28,3.04,1
198.54,178.97,286.0,Regular,0,100,4.25,1
141.7,156.17,373.0,Regular,0,87,3.36,0
105.65,103.7,400.0,Weekend,0,73,4.32,0
165.82,145.98,315.0,Regular,0,145,4.24,1
75.57,71.64,456.0,Regular,1,69,4.7,0
107.68,95.15,361.0,Regular,1,89,3.51,1
102.04,107.02,423.0,Regular,1,158,3.05,0
114.77,121.95,415.0,Weekend,1,137,4.83,0
167.27,166.77,265.0,Regular,0,189,4.82,1
122.63,104.25,511.0,Holiday,0,109,3.91,1
169.1,175.35,392.0,Regular,1,158,3.16,1
136.47,150.15,366.0,Regular,0,91,4.0,1
101.31,110.12,417.0,Regular,0,86,4.05,1
171.5,184.7,382.0,Regular,1,149,4.64,1
85.74,73.76,510.0,Holiday,0,45,4.43,1
83.66,99.21,556.0,Holiday,1,95,3.14,1
125.68,118.56,386.0,Regular,1,56,4.41,1
89.13,69.66,402.0,Weekend,0,55,3.27,1
51.36,65.1,483.0,Weekend,0,35,3.18,1
147.24,164.92,413.0,Regular,1,97,3.8,0
126.66,132.89,428.0,Weekend,0,85,3.15,0
116.83,106.09,346.0,Regular,0,40,4.66,1
195.05,185.12,266.0,Weekend,0,154,3.93,0
135.68,134.34,380.0,Regular,1,158,4.17,1
179.51,195.43,320.0,Regular,1,191,4.15,1
70.92,56.9,595.0,Holiday,1,73,4.96,1
135.38,148.42,387.0,Weekend,1,112,4.83,0
180.2,171.85,363.0,Weekend,1,77,4.7,1
137.47,149.81,413.0,Regular,0,56,3.77,0
157.7,174.51,476.0,Weekend,1,139,3.29,1
105.81,102.91,385.0,Weekend,0,195,4.18,0
63.87,58.47,376.0,Regular,0,58,3.88,1
118.69,130.77,451.0,Weekend,1,123,3.45,1
109.17,110.35,363.0,Regular,0,87,3.2,1
180.06,187.44,305.0,Regular,1,87,3.87,1
86.6,91.51,441.0,Regular,0,174,4.3,1
195.01,181.13,249.0,Regular,1,123,4.25,1
193.72,207.51,377.0,Holiday,0,79,4.55,1
87.14,74.98,398.0,Regular,0,191,3.93,1
102.21,119.5,385.0,Regular,0,177,3.64,1
184.33,174.36,341.0,Weekend,0,145,4.08,1
194.99,204.35,313.0,Weekend,0,142,4.95,1
116.52,107.9,370.0,Regular,1,55,3.09,1
98.15,90.86,405.0,Weekend,1,152,4.06,1
128.91,121.31,356.0,Regular,0,143,3.66,1
153.17,163.08,400.0,Holiday,0,166,3.21,0
91.02,93.29,495.0,Weekend,0,159,3.87,0
160.47,175.79,379.0,Regular,0,109,4.28,1
57.75,50.04,483.0,Weekend,1,102,4.06,1
57.39,65.07,412.0,Regular,0,158,3.06,1
107.94,118.06,466.0,Weekend,1,72,4.16,1
103.02,89.08,421.0,Weekend,0,39,3.46,1
97.34,93.37,376.0,Regular,0,92,3.68,0
123.65,122.97,413.0,Regular,1,103,3.62,0
98.11,92.34,434.0,Regular,0,46,4.72,1
78.84,71.72,379.0,Regular,1,77,3.1,1
96.42,103.88,453.0,Regular,1,142,3.7,0
196.24,184.87,328.0,Regular,1,152,3.79,1
111.67,120.04,527.0,Holiday,0,93,4.24,1
116.71,134.11,409.0,Regular,1,156,4.58,1
136.48,139.09,509.0,Holiday,1,96,4.46,1
197.5,201.96,442.0,Holiday,0,144,4.51,1
86.24,69.0,509.0,Holiday,0,144,3.38,0
152.19,166.77,347.0,Weekend,0,51,4.82,0
157.4,148.82,343.0,Regular,0,192,3.83,1
141.1,145.7,412.0,Weekend,1,46,3.02,1
63.29,82.45,500.0,Holiday,0,175,4.34,0
151.53,155.35,427.0,Weekend,1,37,4.21,1
59.61,68.6,498.0,Weekend,0,106,3.25,1
139.42,137.23,345.0,Regular,0,124,4.92,0
160.94,143.35,317.0,Weekend,1,178,4.12,1
81.65,93.55,483.0,Weekend,0,60,3.94,0
176.24,157.64,313.0,Weekend,0,53,3.8,0
54.55,62.58,517.0,Weekend,1,26,3.42,1
176.57,157.49,342.0,Regular,1,24,4.91,1
119.05,133.54,451.0,Weekend,1,40,4.4,1
82.64,68.94,447.0,Weekend,1,153,4.14,1
70.07,70.64,468.0,Weekend,1,192,4.26,1
193.0,196.88,314.0,Weekend,0,139,4.68,1
60.9,59.2,392.0,Regular,1,182,4.27,1
79.86,73.49,463.0,Weekend,1,125,3.23,1
102.17,100.89,391.0,Regular,0,106,4.39,1
143.04,135.49,277.0,Regular,0,150,4.13,1
131.72,129.25,511.0,Holiday,0,180,4.93,1
68.85,63.2,436.0,Regular,1,57,4.47,0
93.46,96.11,451.0,Regular,0,106,3.69,0
85.81,75.33,364.0,Regular,1,99,3.27,0
82.03,101.58,484.0,Weekend,0,132,3.96,1
111.67,111.71,364.0,Regular,1,163,4.36,1
155.6,143.37,300.0,Weekend,0,108,3.35,1
82.62,81.7,505.0,Holiday,0,125,4.3,0
105.0,119.66,386.0,Regular,1,90,4.65,1
108.64,89.51,319.0,Regular,0,27,3.31,1
196.47,203.65,370.0,Holiday,0,150,4.41,1
193.2,195.12,252.0,Regular,0,88,3.14,1
170.02,156.8,311.0,Regular,0,147,3.02,1
86.25,98.95,586.0,Holiday,0,38,3.07,1
60.21,54.96,444.0,Weekend,1,154,4.26,1
